Event_ID	Event_Type	GeneID	geneSymbol	ID	Gene_Event_ID	Event_Group	JuncType	comparison	IncFormLen	SkipFormLen	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncLevel1	IncLevel2	IncLevelDifference	IJC_SAMPLE_1_sum	SJC_SAMPLE_1_sum	IJC_SAMPLE_2_sum	SJC_SAMPLE_2_sum	SAMPLE_1_TotalReadCount	SAMPLE_2_TotalReadCount	EventTotalReadCount	PSI_SAMPLE_1	PSI_SAMPLE_2	DSE_Category
Event_2064	se_jc	ENSG00000115648	MLPH	19045	1	Skipped Exon	JC	Control_vs_shRYBP	233	149	37,60,76	43,48,79	45,80,48	25,37,14	0.355,0.444,0.381	0.535,0.58,0.687	-0.207	173	170	173	76	343	249	592	0.504373177842566	0.694779116465863	Unique to shRYBP vs Control
Event_2064	se_jcec	ENSG00000115648	MLPH	19045	1	Skipped Exon	JCEC	Control_vs_shRYBP	233	149	37,60,76	43,48,79	45,80,48	25,37,14	0.355,0.444,0.381	0.535,0.58,0.687	-0.207	173	170	173	76	343	249	592	0.504373177842566	0.694779116465863	Unique to shRYBP vs Control
Event_2065	se_jc	ENSG00000032742	IFT88	19199	1	Skipped Exon	JC	Control_vs_shRYBP	206	149	21,8,23	0,3,0	13,20,16	1,11,11	1.0,0.659,1.0	0.904,0.568,0.513	0.225	52	3	49	23	55	72	127	0.945454545454546	0.680555555555556	Common to shRING1A.B and shRYBP
Event_2065	se_jcec	ENSG00000032742	IFT88	19199	1	Skipped Exon	JCEC	Control_vs_shRYBP	206	149	21,8,23	0,3,0	13,20,16	1,11,11	1.0,0.659,1.0	0.904,0.568,0.513	0.225	52	3	49	23	55	72	127	0.945454545454546	0.680555555555556	Common to shRING1A.B and shRYBP
Event_2065	se_jc	ENSG00000032742	IFT88	19538	1	Skipped Exon	JC	Control_vs_shRING1A.B	206	149	21,8,23	0,3,0	22,27,30	2,9,7	1.0,0.659,1.0	0.888,0.685,0.756	0.11	52	3	79	18	55	97	152	0.945454545454546	0.814432989690722	Common to shRING1A.B and shRYBP
Event_2065	se_jcec	ENSG00000032742	IFT88	19538	1	Skipped Exon	JCEC	Control_vs_shRING1A.B	206	149	21,8,23	0,3,0	22,27,30	2,9,7	1.0,0.659,1.0	0.888,0.685,0.756	0.11	52	3	79	18	55	97	152	0.945454545454546	0.814432989690722	Common to shRING1A.B and shRYBP
Event_2066	se_jc	ENSG00000032742	IFT88	19204	2	Skipped Exon	JC	Control_vs_shRYBP	273	149	0,0,0	8,6,5	8,2,0	11,10,17	0.0,0.0,0.0	0.284,0.098,0.0	-0.127	0	19	10	38	19	48	67	0	0.208333333333333	Unique to shRYBP vs Control
Event_2066	se_jcec	ENSG00000032742	IFT88	19204	2	Skipped Exon	JCEC	Control_vs_shRYBP	273	149	0,0,0	8,6,5	8,2,0	11,10,17	0.0,0.0,0.0	0.284,0.098,0.0	-0.127	0	19	10	38	19	48	67	0	0.208333333333333	Unique to shRYBP vs Control
Event_2067	se_jc	ENSG00000138303	ASCC1	19329	1	Skipped Exon	JC	Control_vs_shRYBP	298	149	17,40,57	58,42,80	59,68,74	58,30,44	0.128,0.323,0.263	0.337,0.531,0.457	-0.204	114	180	201	132	294	333	627	0.387755102040816	0.603603603603604	Unique to shRYBP vs Control
Event_2068	se_jc	ENSG00000158423	RIBC1	19353	1	Skipped Exon	JC	Control_vs_shRYBP	298	149	6,4,5	2,0,0	1,0,5	4,7,0	0.6,1.0,1.0	0.111,0.0,1.0	0.496	15	2	6	11	17	17	34	0.882352941176471	0.352941176470588	Common to shRING1A.B and shRYBP
Event_2068	se_jc	ENSG00000158423	RIBC1	19711	1	Skipped Exon	JC	Control_vs_shRING1A.B	298	149	6,4,5	2,0,0	2,1,7	2,2,1	0.6,1.0,1.0	0.333,0.2,0.778	0.43	15	2	10	5	17	15	32	0.882352941176471	0.666666666666667	Common to shRING1A.B and shRYBP
Event_2069	se_jc	ENSG00000146282	RARS2	19386	1	Skipped Exon	JC	Control_vs_shRYBP	205	149	58,60,79	1,0,3	104,79,60	3,9,11	0.977,1.0,0.95	0.962,0.864,0.799	0.101	197	4	243	23	201	266	467	0.980099502487562	0.913533834586466	Unique to shRYBP vs Control
Event_2069	se_jcec	ENSG00000146282	RARS2	19386	1	Skipped Exon	JCEC	Control_vs_shRYBP	205	149	58,60,79	1,0,3	104,79,60	3,9,11	0.977,1.0,0.95	0.962,0.864,0.799	0.101	197	4	243	23	201	266	467	0.980099502487562	0.913533834586466	Unique to shRYBP vs Control
Event_207	a3ss_jc	ENSG00000185684	EP400P1	3153	1	Alternative 5' Splice Site	JC	Control_vs_shRING1A.B	152	149	3,4,2	26,3,16	0,0,2	20,14,10	0.102,0.567,0.109	0.0,0.0,0.164	0.205	9	45	2	44	54	46	100	0.166666666666667	0.0434782608695652	Unique to shRING1A.B vs Control
Event_207	a3ss_jcec	ENSG00000185684	EP400P1	3153	1	Alternative 5' Splice Site	JCEC	Control_vs_shRING1A.B	152	149	3,4,2	26,3,16	0,0,2	20,14,10	0.102,0.567,0.109	0.0,0.0,0.164	0.205	9	45	2	44	54	46	100	0.166666666666667	0.0434782608695652	Unique to shRING1A.B vs Control
Event_2070	se_jc	ENSG00000155906	RMND1	19425	1	Skipped Exon	JC	Control_vs_shRYBP	298	149	123,153,144	23,8,12	142,125,155	0,6,4	0.728,0.905,0.857	1.0,0.912,0.951	-0.124	420	43	422	10	463	432	895	0.907127429805616	0.976851851851852	Unique to shRYBP vs Control
Event_2071	se_jc	ENSG00000118579	MED28	19441	1	Skipped Exon	JC	Control_vs_shRYBP	298	149	8,5,4	0,0,0	3,3,7	3,0,6	1.0,1.0,1.0	0.333,1.0,0.368	0.433	17	0	13	9	17	22	39	1	0.590909090909091	Common to shRING1A.B and shRYBP
Event_2071	se_jc	ENSG00000118579	MED28	19801	1	Skipped Exon	JC	Control_vs_shRING1A.B	298	149	8,5,4	0,0,0	3,0,5	0,3,3	1.0,1.0,1.0	1.0,0.0,0.455	0.515	17	0	8	6	17	14	31	1	0.571428571428571	Common to shRING1A.B and shRYBP
Event_2072	se_jc	ENSG00000228742	LINC02577	19462	1	Skipped Exon	JC	Control_vs_shRYBP	298	149	5,7,3	0,0,2	0,4,5	1,7,2	1.0,1.0,0.429	0.0,0.222,0.556	0.55	15	2	9	10	17	19	36	0.882352941176471	0.473684210526316	
Event_2072	se_jc	ENSG00000228742	LINC02577	19959	1	Skipped Exon	JC	shRYBP_vs_shRING1A.B	298	149	0,4,5	1,7,2	4,3,5	0,0,1	0.0,0.222,0.556	1.0,1.0,0.714	-0.645	9	10	12	1	19	13	32	0.473684210526316	0.923076923076923	
Event_2073	se_jc	ENSG00000109794	FAM149A	19646	1	Skipped Exon	JC	Control_vs_shRYBP	288	149	8,17,28	3,2,4	18,22,21	0,0,1	0.58,0.815,0.784	1.0,1.0,0.916	-0.246	53	9	61	1	62	62	124	0.854838709677419	0.983870967741936	Unique to shRYBP vs Control
Event_2073	se_jcec	ENSG00000109794	FAM149A	19646	1	Skipped Exon	JCEC	Control_vs_shRYBP	288	149	8,17,28	3,2,4	18,22,21	0,0,1	0.58,0.815,0.784	1.0,1.0,0.916	-0.246	53	9	61	1	62	62	124	0.854838709677419	0.983870967741936	Unique to shRYBP vs Control
Event_2074	se_jc	ENSG00000109794	FAM149A	19648	2	Skipped Exon	JC	Control_vs_shRYBP	261	149	20,28,24	3,2,4	18,18,21	0,0,1	0.792,0.889,0.774	1.0,1.0,0.923	-0.156	72	9	57	1	81	58	139	0.888888888888889	0.982758620689655	Unique to shRYBP vs Control
Event_2074	se_jcec	ENSG00000109794	FAM149A	19648	2	Skipped Exon	JCEC	Control_vs_shRYBP	261	149	20,28,24	3,2,4	18,18,21	0,0,1	0.792,0.889,0.774	1.0,1.0,0.923	-0.156	72	9	57	1	81	58	139	0.888888888888889	0.982758620689655	Unique to shRYBP vs Control
Event_2075	se_jc	ENSG00000084676	NCOA1	19908	1	Skipped Exon	JC	Control_vs_shRYBP	234	149	6,6,9	4,1,2	6,6,10	0,0,2	0.489,0.793,0.741	1.0,1.0,0.761	-0.246	21	7	22	2	28	24	52	0.75	0.916666666666667	Unique to shRYBP vs Control
Event_2075	se_jcec	ENSG00000084676	NCOA1	19908	1	Skipped Exon	JCEC	Control_vs_shRYBP	234	149	6,6,9	4,1,2	6,6,10	0,0,2	0.489,0.793,0.741	1.0,1.0,0.761	-0.246	21	7	22	2	28	24	52	0.75	0.916666666666667	Unique to shRYBP vs Control
Event_2076	se_jc	ENSG00000109756	RAPGEF2	19990	1	Skipped Exon	JC	Control_vs_shRYBP	173	149	11,7,31	0,0,6	26,16,20	6,18,9	1.0,1.0,0.817	0.789,0.434,0.657	0.312	49	6	62	33	55	95	150	0.890909090909091	0.652631578947369	Unique to shRYBP vs Control
Event_2076	se_jcec	ENSG00000109756	RAPGEF2	19990	1	Skipped Exon	JCEC	Control_vs_shRYBP	173	149	11,7,31	0,0,6	26,16,20	6,18,9	1.0,1.0,0.817	0.789,0.434,0.657	0.312	49	6	62	33	55	95	150	0.890909090909091	0.652631578947369	Unique to shRYBP vs Control
Event_2077	se_jc	ENSG00000145431	PDGFC	20057	1	Skipped Exon	JC	Control_vs_shRYBP	210	149	25,29,29	33,55,90	9,3,19	39,47,76	0.35,0.272,0.186	0.141,0.043,0.151	0.158	83	178	31	162	261	193	454	0.318007662835249	0.160621761658031	Unique to shRYBP vs Control
Event_2077	se_jcec	ENSG00000145431	PDGFC	20057	1	Skipped Exon	JCEC	Control_vs_shRYBP	210	149	25,29,29	33,55,90	9,3,19	39,47,76	0.35,0.272,0.186	0.141,0.043,0.151	0.158	83	178	31	162	261	193	454	0.318007662835249	0.160621761658031	Unique to shRYBP vs Control
Event_2078	se_jc	ENSG00000129187	DCTD	20146	1	Skipped Exon	JC	Control_vs_shRYBP	298	149	15,25,34	3,9,16	12,21,7	18,18,11	0.714,0.581,0.515	0.25,0.368,0.241	0.317	74	28	40	47	102	87	189	0.725490196078431	0.459770114942529	Unique to shRYBP vs Control
Event_2079	se_jc	ENSG00000137817	PARP6	20221	1	Skipped Exon	JC	Control_vs_shRYBP	262	149	64,55,101	7,12,5	58,42,44	26,15,14	0.839,0.723,0.92	0.559,0.614,0.641	0.223	220	24	144	55	244	199	443	0.901639344262295	0.723618090452261	Unique to shRYBP vs Control
Event_2079	se_jcec	ENSG00000137817	PARP6	20221	1	Skipped Exon	JCEC	Control_vs_shRYBP	262	149	64,55,101	7,12,5	58,42,44	26,15,14	0.839,0.723,0.92	0.559,0.614,0.641	0.223	220	24	144	55	244	199	443	0.901639344262295	0.723618090452261	Unique to shRYBP vs Control
Event_208	a3ss_jc	ENSG00000138182	KIF20B	3250	1	Alternative 5' Splice Site	JC	Control_vs_shRING1A.B	269	149	0,0,0	16,3,9	0,0,10	1,12,8	0.0,0.0,0.0	0.0,0.0,0.409	-0.136	0	28	10	21	28	31	59	0	0.32258064516129	Unique to shRING1A.B vs Control
Event_208	a3ss_jcec	ENSG00000138182	KIF20B	3250	1	Alternative 5' Splice Site	JCEC	Control_vs_shRING1A.B	269	149	0,0,0	16,3,9	0,0,10	1,12,8	0.0,0.0,0.0	0.0,0.0,0.409	-0.136	0	28	10	21	28	31	59	0	0.32258064516129	Unique to shRING1A.B vs Control
Event_2080	se_jc	ENSG00000106070	GRB10	20262	1	Skipped Exon	JC	Control_vs_shRYBP	298	149	3,12,13	6,7,2	9,24,12	0,2,0	0.2,0.462,0.765	1.0,0.857,1.0	-0.477	28	15	45	2	43	47	90	0.651162790697675	0.957446808510638	Common to shRING1A.B and shRYBP
Event_2080	se_jc	ENSG00000106070	GRB10	20647	1	Skipped Exon	JC	Control_vs_shRING1A.B	298	149	3,12,13	6,7,2	15,32,17	0,0,0	0.2,0.462,0.765	1.0,1.0,1.0	-0.524	28	15	64	0	43	64	107	0.651162790697675	1	Common to shRING1A.B and shRYBP
Event_2081	se_jc	ENSG00000106070	GRB10	20271	2	Skipped Exon	JC	Control_vs_shRYBP	265	149	4,2,11	6,7,2	11,19,14	0,2,0	0.273,0.138,0.756	1.0,0.842,1.0	-0.558	17	15	44	2	32	46	78	0.53125	0.956521739130435	Common to shRING1A.B and shRYBP
Event_2081	se_jcec	ENSG00000106070	GRB10	20271	2	Skipped Exon	JCEC	Control_vs_shRYBP	265	149	4,2,11	6,7,2	11,19,14	0,2,0	0.273,0.138,0.756	1.0,0.842,1.0	-0.558	17	15	44	2	32	46	78	0.53125	0.956521739130435	Common to shRING1A.B and shRYBP
Event_2081	se_jc	ENSG00000106070	GRB10	20651	2	Skipped Exon	JC	Control_vs_shRING1A.B	265	149	4,2,11	6,7,2	19,18,37	0,0,0	0.273,0.138,0.756	1.0,1.0,1.0	-0.611	17	15	74	0	32	74	106	0.53125	1	Common to shRING1A.B and shRYBP
Event_2081	se_jcec	ENSG00000106070	GRB10	20651	2	Skipped Exon	JCEC	Control_vs_shRING1A.B	265	149	4,2,11	6,7,2	19,18,37	0,0,0	0.273,0.138,0.756	1.0,1.0,1.0	-0.611	17	15	74	0	32	74	106	0.53125	1	Common to shRING1A.B and shRYBP
Event_2082	se_jc	ENSG00000106070	GRB10	20295	3	Skipped Exon	JC	Control_vs_shRYBP	247	149	9,0,4	6,4,7	0,2,0	4,4,2	0.475,0.0,0.256	0.0,0.232,0.0	0.166	13	17	2	10	30	12	42	0.433333333333333	0.166666666666667	Unique to shRYBP vs Control
Event_2082	se_jcec	ENSG00000106070	GRB10	20295	3	Skipped Exon	JCEC	Control_vs_shRYBP	247	149	9,0,4	6,4,7	0,2,0	4,4,2	0.475,0.0,0.256	0.0,0.232,0.0	0.166	13	17	2	10	30	12	42	0.433333333333333	0.166666666666667	Unique to shRYBP vs Control
Event_2083	se_jc	ENSG00000106070	GRB10	20309	4	Skipped Exon	JC	Control_vs_shRYBP	246	149	15,16,11	6,0,4	18,22,25	0,2,0	0.602,1.0,0.625	1.0,0.869,1.0	-0.214	42	10	65	2	52	67	119	0.807692307692308	0.970149253731343	
Event_2083	se_jcec	ENSG00000106070	GRB10	20309	4	Skipped Exon	JCEC	Control_vs_shRYBP	246	149	15,16,11	6,0,4	18,22,25	0,2,0	0.602,1.0,0.625	1.0,0.869,1.0	-0.214	42	10	65	2	52	67	119	0.807692307692308	0.970149253731343	
Event_2083	se_jc	ENSG00000106070	GRB10	20807	4	Skipped Exon	JC	shRYBP_vs_shRING1A.B	246	149	18,22,25	0,2,0	16,12,24	2,10,0	1.0,0.869,1.0	0.829,0.421,1.0	0.206	65	2	52	12	67	64	131	0.970149253731343	0.8125	
Event_2083	se_jcec	ENSG00000106070	GRB10	20807	4	Skipped Exon	JCEC	shRYBP_vs_shRING1A.B	246	149	18,22,25	0,2,0	16,12,24	2,10,0	1.0,0.869,1.0	0.829,0.421,1.0	0.206	65	2	52	12	67	64	131	0.970149253731343	0.8125	
Event_2084	se_jc	ENSG00000106070	GRB10	20322	5	Skipped Exon	JC	Control_vs_shRYBP	298	149	75,95,133	25,24,46	94,92,119	11,15,19	0.6,0.664,0.591	0.81,0.754,0.758	-0.156	303	95	305	45	398	350	748	0.761306532663317	0.871428571428572	Common to shRING1A.B and shRYBP
Event_2084	se_jc	ENSG00000106070	GRB10	20696	5	Skipped Exon	JC	Control_vs_shRING1A.B	298	149	75,95,133	25,24,46	117,93,131	14,13,23	0.6,0.664,0.591	0.807,0.782,0.74	-0.158	303	95	341	50	398	391	789	0.761306532663317	0.872122762148338	Common to shRING1A.B and shRYBP
Event_2085	se_jc	ENSG00000196083	IL1RAP	20372	1	Skipped Exon	JC	Control_vs_shRYBP	298	149	6,0,6	12,6,5	2,0,0	9,13,15	0.2,0.0,0.375	0.1,0.0,0.0	0.158	12	23	2	37	35	39	74	0.342857142857143	0.0512820512820513	Common to shRING1A.B and shRYBP
Event_2085	se_jc	ENSG00000196083	IL1RAP	20743	1	Skipped Exon	JC	Control_vs_shRING1A.B	298	149	6,0,6	12,6,5	0,0,0	4,11,10	0.2,0.0,0.375	0.0,0.0,0.0	0.192	12	23	0	25	35	25	60	0.342857142857143	0	Common to shRING1A.B and shRYBP
Event_2086	se_jc	ENSG00000187583	PLEKHN1	20430	1	Skipped Exon	JC	Control_vs_shRYBP	290	149	5,7,4	0,0,0	6,6,3	1,1,4	1.0,1.0,1.0	0.755,0.755,0.278	0.404	16	0	15	6	16	21	37	1	0.714285714285714	
Event_2086	se_jcec	ENSG00000187583	PLEKHN1	20430	1	Skipped Exon	JCEC	Control_vs_shRYBP	290	149	5,7,4	0,0,0	6,6,3	1,1,4	1.0,1.0,1.0	0.755,0.755,0.278	0.404	16	0	15	6	16	21	37	1	0.714285714285714	
Event_2086	se_jc	ENSG00000187583	PLEKHN1	20925	1	Skipped Exon	JC	shRYBP_vs_shRING1A.B	290	149	6,6,3	1,1,4	10,14,13	2,0,0	0.755,0.755,0.278	0.72,1.0,1.0	-0.311	15	6	37	2	21	39	60	0.714285714285714	0.948717948717949	
Event_2086	se_jcec	ENSG00000187583	PLEKHN1	20925	1	Skipped Exon	JCEC	shRYBP_vs_shRING1A.B	290	149	6,6,3	1,1,4	10,14,13	2,0,0	0.755,0.755,0.278	0.72,1.0,1.0	-0.311	15	6	37	2	21	39	60	0.714285714285714	0.948717948717949	
Event_2087	se_jc	ENSG00000187583	PLEKHN1	20431	2	Skipped Exon	JC	Control_vs_shRYBP	290	149	2,1,7	0,0,0	7,2,2	1,1,4	1.0,1.0,1.0	0.782,0.507,0.204	0.502	10	0	11	6	10	17	27	1	0.647058823529412	
Event_2087	se_jcec	ENSG00000187583	PLEKHN1	20431	2	Skipped Exon	JCEC	Control_vs_shRYBP	290	149	2,1,7	0,0,0	7,2,2	1,1,4	1.0,1.0,1.0	0.782,0.507,0.204	0.502	10	0	11	6	10	17	27	1	0.647058823529412	
Event_2087	se_jc	ENSG00000187583	PLEKHN1	20926	2	Skipped Exon	JC	shRYBP_vs_shRING1A.B	290	149	7,2,2	1,1,4	8,6,5	2,0,0	0.782,0.507,0.204	0.673,1.0,1.0	-0.393	11	6	19	2	17	21	38	0.647058823529412	0.904761904761905	
Event_2087	se_jcec	ENSG00000187583	PLEKHN1	20926	2	Skipped Exon	JCEC	shRYBP_vs_shRING1A.B	290	149	7,2,2	1,1,4	8,6,5	2,0,0	0.782,0.507,0.204	0.673,1.0,1.0	-0.393	11	6	19	2	17	21	38	0.647058823529412	0.904761904761905	
Event_2089	se_jc	ENSG00000129810	SGO1	20619	1	Skipped Exon	JC	Control_vs_shRYBP	298	149	52,34,45	30,10,7	58,47,90	6,4,5	0.464,0.63,0.763	0.829,0.855,0.9	-0.242	131	47	195	15	178	210	388	0.735955056179775	0.928571428571429	Common to shRING1A.B and shRYBP
Event_2089	se_jc	ENSG00000129810	SGO1	21001	1	Skipped Exon	JC	Control_vs_shRING1A.B	298	149	52,34,45	30,10,7	20,24,28	2,1,1	0.464,0.63,0.763	0.833,0.923,0.933	-0.277	131	47	72	4	178	76	254	0.735955056179775	0.947368421052632	Common to shRING1A.B and shRYBP
Event_209	a3ss_jc	ENSG00000103064	SLC7A6	3262	1	Alternative 5' Splice Site	JC	Control_vs_shRING1A.B	176	149	4,8,10	0,0,0	16,10,9	0,4,8	1.0,1.0,1.0	1.0,0.679,0.488	0.278	22	0	35	12	22	47	69	1	0.74468085106383	Unique to shRING1A.B vs Control
Event_209	a3ss_jcec	ENSG00000103064	SLC7A6	3262	1	Alternative 5' Splice Site	JCEC	Control_vs_shRING1A.B	176	149	4,8,10	0,0,0	16,10,9	0,4,8	1.0,1.0,1.0	1.0,0.679,0.488	0.278	22	0	35	12	22	47	69	1	0.74468085106383	Unique to shRING1A.B vs Control
Event_2090	se_jc	ENSG00000155744	FAM126B	20623	1	Skipped Exon	JC	Control_vs_shRYBP	298	149	0,2,2	5,9,8	7,9,15	4,10,22	0.0,0.1,0.111	0.467,0.31,0.254	-0.273	4	22	31	36	26	67	93	0.153846153846154	0.462686567164179	
Event_2090	se_jc	ENSG00000155744	FAM126B	21130	1	Skipped Exon	JC	shRYBP_vs_shRING1A.B	298	149	7,9,15	4,10,22	1,8,4	17,21,17	0.467,0.31,0.254	0.029,0.16,0.105	0.246	31	36	13	55	67	68	135	0.462686567164179	0.191176470588235	
Event_2091	se_jc	ENSG00000073331	ALPK1	20748	1	Skipped Exon	JC	Control_vs_shRYBP	296	149	0,0,0	8,28,15	0,4,6	10,9,13	0.0,0.0,0.0	0.0,0.183,0.189	-0.124	0	51	10	32	51	42	93	0	0.238095238095238	Common to shRING1A.B and shRYBP
Event_2091	se_jcec	ENSG00000073331	ALPK1	20748	1	Skipped Exon	JCEC	Control_vs_shRYBP	296	149	0,0,0	8,28,15	0,4,6	10,9,13	0.0,0.0,0.0	0.0,0.183,0.189	-0.124	0	51	10	32	51	42	93	0	0.238095238095238	Common to shRING1A.B and shRYBP
Event_2091	se_jc	ENSG00000073331	ALPK1	21129	1	Skipped Exon	JC	Control_vs_shRING1A.B	296	149	0,0,0	8,28,15	4,2,4	12,9,16	0.0,0.0,0.0	0.144,0.101,0.112	-0.119	0	51	10	37	51	47	98	0	0.212765957446809	Common to shRING1A.B and shRYBP
Event_2091	se_jcec	ENSG00000073331	ALPK1	21129	1	Skipped Exon	JCEC	Control_vs_shRING1A.B	296	149	0,0,0	8,28,15	4,2,4	12,9,16	0.0,0.0,0.0	0.144,0.101,0.112	-0.119	0	51	10	37	51	47	98	0	0.212765957446809	Common to shRING1A.B and shRYBP
Event_2092	se_jc	ENSG00000125744	RTN2	20756	1	Skipped Exon	JC	Control_vs_shRYBP	298	149	23,9,18	0,0,0	21,35,38	4,5,1	1.0,1.0,1.0	0.724,0.778,0.95	0.183	50	0	94	10	50	104	154	1	0.903846153846154	Common to shRING1A.B and shRYBP
Event_2092	se_jc	ENSG00000125744	RTN2	21140	1	Skipped Exon	JC	Control_vs_shRING1A.B	298	149	23,9,18	0,0,0	36,34,38	9,5,2	1.0,1.0,1.0	0.667,0.773,0.905	0.218	50	0	108	16	50	124	174	1	0.870967741935484	Common to shRING1A.B and shRYBP
Event_2093	se_jc	ENSG00000164093	PITX2	20790	1	Skipped Exon	JC	Control_vs_shRYBP	287	149	26,30,44	0,2,1	16,26,16	1,6,8	1.0,0.886,0.958	0.893,0.692,0.509	0.25	100	3	58	15	103	73	176	0.970873786407767	0.794520547945206	Unique to shRYBP vs Control
Event_2093	se_jcec	ENSG00000164093	PITX2	20790	1	Skipped Exon	JCEC	Control_vs_shRYBP	287	149	26,30,44	0,2,1	16,26,16	1,6,8	1.0,0.886,0.958	0.893,0.692,0.509	0.25	100	3	58	15	103	73	176	0.970873786407767	0.794520547945206	Unique to shRYBP vs Control
Event_2094	se_jc	ENSG00000160685	ZBTB7B	20922	1	Skipped Exon	JC	Control_vs_shRYBP	289	149	30,29,60	3,4,15	52,48,24	0,2,0	0.838,0.789,0.673	1.0,0.925,1.0	-0.208	119	22	124	2	141	126	267	0.843971631205674	0.984126984126984	
Event_2094	se_jcec	ENSG00000160685	ZBTB7B	20922	1	Skipped Exon	JCEC	Control_vs_shRYBP	289	149	30,29,60	3,4,15	52,48,24	0,2,0	0.838,0.789,0.673	1.0,0.925,1.0	-0.208	119	22	124	2	141	126	267	0.843971631205674	0.984126984126984	
Event_2094	se_jc	ENSG00000160685	ZBTB7B	21423	1	Skipped Exon	JC	shRYBP_vs_shRING1A.B	289	149	52,48,24	0,2,0	49,39,50	8,10,8	1.0,0.925,1.0	0.759,0.668,0.763	0.245	124	2	138	26	126	164	290	0.984126984126984	0.841463414634146	
Event_2094	se_jcec	ENSG00000160685	ZBTB7B	21423	1	Skipped Exon	JCEC	shRYBP_vs_shRING1A.B	289	149	52,48,24	0,2,0	49,39,50	8,10,8	1.0,0.925,1.0	0.759,0.668,0.763	0.245	124	2	138	26	126	164	290	0.984126984126984	0.841463414634146	
Event_2095	se_jc	ENSG00000182648	LINC01006	21079	1	Skipped Exon	JC	Control_vs_shRYBP	276	149	0,0,1	3,7,2	4,4,6	5,6,3	0.0,0.0,0.213	0.302,0.265,0.519	-0.291	1	12	14	14	13	28	41	0.0769230769230769	0.5	Unique to shRYBP vs Control
Event_2095	se_jcec	ENSG00000182648	LINC01006	21079	1	Skipped Exon	JCEC	Control_vs_shRYBP	276	149	0,0,1	3,7,2	4,4,6	5,6,3	0.0,0.0,0.213	0.302,0.265,0.519	-0.291	1	12	14	14	13	28	41	0.0769230769230769	0.5	Unique to shRYBP vs Control
Event_2096	se_jc	ENSG00000182648	LINC01006	21081	2	Skipped Exon	JC	Control_vs_shRYBP	256	149	17,5,2	1,0,0	3,8,2	5,3,4	0.908,1.0,1.0	0.259,0.608,0.225	0.605	24	1	13	12	25	25	50	0.96	0.52	Common to shRING1A.B and shRYBP
Event_2096	se_jcec	ENSG00000182648	LINC01006	21081	2	Skipped Exon	JCEC	Control_vs_shRYBP	256	149	17,5,2	1,0,0	3,8,2	5,3,4	0.908,1.0,1.0	0.259,0.608,0.225	0.605	24	1	13	12	25	25	50	0.96	0.52	Common to shRING1A.B and shRYBP
Event_2096	se_jc	ENSG00000182648	LINC01006	21456	2	Skipped Exon	JC	Control_vs_shRING1A.B	256	149	17,5,2	1,0,0	13,12,6	3,9,7	0.908,1.0,1.0	0.716,0.437,0.333	0.474	24	1	31	19	25	50	75	0.96	0.62	Common to shRING1A.B and shRYBP
Event_2096	se_jcec	ENSG00000182648	LINC01006	21456	2	Skipped Exon	JCEC	Control_vs_shRING1A.B	256	149	17,5,2	1,0,0	13,12,6	3,9,7	0.908,1.0,1.0	0.716,0.437,0.333	0.474	24	1	31	19	25	50	75	0.96	0.62	Common to shRING1A.B and shRYBP
Event_2097	se_jc	ENSG00000165533	TTC8	21139	1	Skipped Exon	JC	Control_vs_shRYBP	239	149	35,18,46	20,22,24	31,42,31	5,5,10	0.522,0.338,0.544	0.794,0.84,0.659	-0.296	99	66	104	20	165	124	289	0.6	0.838709677419355	Unique to shRYBP vs Control
Event_2097	se_jcec	ENSG00000165533	TTC8	21139	1	Skipped Exon	JCEC	Control_vs_shRYBP	239	149	35,18,46	20,22,24	31,42,31	5,5,10	0.522,0.338,0.544	0.794,0.84,0.659	-0.296	99	66	104	20	165	124	289	0.6	0.838709677419355	Unique to shRYBP vs Control
Event_2099	se_jc	ENSG00000166510	CCDC68	21321	1	Skipped Exon	JC	Control_vs_shRYBP	290	149	10,4,2	13,2,2	0,2,1	9,3,7	0.283,0.507,0.339	0.0,0.255,0.068	0.269	16	17	3	19	33	22	55	0.484848484848485	0.136363636363636	Unique to shRYBP vs Control
Event_2099	se_jcec	ENSG00000166510	CCDC68	21321	1	Skipped Exon	JCEC	Control_vs_shRYBP	290	149	10,4,2	13,2,2	0,2,1	9,3,7	0.283,0.507,0.339	0.0,0.255,0.068	0.269	16	17	3	19	33	22	55	0.484848484848485	0.136363636363636	Unique to shRYBP vs Control
Event_21	a3ss_jc	ENSG00000125122	LRRC29	1505	3	Alternative 5' Splice Site	JC	Control_vs_shRYBP	175	149	8,0,1	6,10,8	0,1,0	7,10,10	0.532,0.0,0.096	0.0,0.078,0.0	0.183	9	24	1	27	33	28	61	0.272727272727273	0.0357142857142857	Common to shRING1A.B and shRYBP
Event_21	a3ss_jcec	ENSG00000125122	LRRC29	1505	3	Alternative 5' Splice Site	JCEC	Control_vs_shRYBP	175	149	8,0,1	6,10,8	0,1,0	7,10,10	0.532,0.0,0.096	0.0,0.078,0.0	0.183	9	24	1	27	33	28	61	0.272727272727273	0.0357142857142857	Common to shRING1A.B and shRYBP
