Event_ID	JuncType	geneSymbol	GeneID	Event_Group	Gene_Event_ID	sample	read_count	max_count	sum_count	DSE_Category
Event_1754	JC	ISOC2	ENSG00000063241	Skipped Exon	1	shRYBP	3244	3244	4423	
Event_1754	JC	ISOC2	ENSG00000063241	Skipped Exon	1	shRING1A.B	4071	4071	5881	
Event_1755	JC	RPS9	ENSG00000170889	Skipped Exon	1	Control	1610	1610	1610	Unique to shRYBP vs Control
Event_1755	JC	RPS9	ENSG00000170889	Skipped Exon	1	shRYBP	1228	1228	1228	Unique to shRYBP vs Control
Event_1756	JC	CHKB	ENSG00000100288	Skipped Exon	1	Control	58	153	268	Common to shRING1A.B and shRYBP
Event_1756	JCEC	CHKB	ENSG00000100288	Skipped Exon	1	Control	58	153	268	Common to shRING1A.B and shRYBP
Event_1756	JC	CHKB	ENSG00000100288	Skipped Exon	1	shRYBP	30	30	30	Common to shRING1A.B and shRYBP
Event_1756	JCEC	CHKB	ENSG00000100288	Skipped Exon	1	shRYBP	30	30	30	Common to shRING1A.B and shRYBP
Event_1756	JC	CHKB	ENSG00000100288	Skipped Exon	1	shRING1A.B	45	172	278	Common to shRING1A.B and shRYBP
Event_1756	JCEC	CHKB	ENSG00000100288	Skipped Exon	1	shRING1A.B	45	172	278	Common to shRING1A.B and shRYBP
Event_1757	JC	ZNF613	ENSG00000176024	Skipped Exon	1	Control	53	53	53	
Event_1757	JC	ZNF613	ENSG00000176024	Skipped Exon	1	shRYBP	52	52	52	
Event_1757	JC	ZNF613	ENSG00000176024	Skipped Exon	1	shRING1A.B	26	26	26	
Event_1758	JC	BCL2L12	ENSG00000126453	Skipped Exon	1	Control	74	74	74	Unique to shRYBP vs Control
Event_1758	JCEC	BCL2L12	ENSG00000126453	Skipped Exon	1	Control	74	74	74	Unique to shRYBP vs Control
Event_1758	JC	BCL2L12	ENSG00000126453	Skipped Exon	1	shRYBP	105	105	105	Unique to shRYBP vs Control
Event_1758	JCEC	BCL2L12	ENSG00000126453	Skipped Exon	1	shRYBP	105	105	105	Unique to shRYBP vs Control
Event_1759	JC	CARD8	ENSG00000105483	Skipped Exon	1	Control	51	51	51	
Event_1759	JCEC	CARD8	ENSG00000105483	Skipped Exon	1	Control	51	51	51	
Event_1759	JC	CARD8	ENSG00000105483	Skipped Exon	1	shRYBP	44	44	97	
Event_1759	JCEC	CARD8	ENSG00000105483	Skipped Exon	1	shRYBP	44	44	75	
Event_1759	JC	CARD8	ENSG00000105483	Skipped Exon	1	shRING1A.B	71	71	118	
Event_1759	JCEC	CARD8	ENSG00000105483	Skipped Exon	1	shRING1A.B	71	71	102	
Event_176	JC	LLGL2	ENSG00000073350	Alternative 5' Splice Site	2	Control	11	11	25	Unique to shRING1A.B vs Control
Event_176	JCEC	LLGL2	ENSG00000073350	Alternative 5' Splice Site	2	Control	11	11	25	Unique to shRING1A.B vs Control
Event_176	JC	LLGL2	ENSG00000073350	Alternative 5' Splice Site	2	shRING1A.B	61	61	156	Unique to shRING1A.B vs Control
Event_176	JCEC	LLGL2	ENSG00000073350	Alternative 5' Splice Site	2	shRING1A.B	61	61	156	Unique to shRING1A.B vs Control
Event_1760	JC	FKRP	ENSG00000181027	Skipped Exon	1	Control	13	35	74	Unique to shRYBP vs Control
Event_1760	JCEC	FKRP	ENSG00000181027	Skipped Exon	1	Control	13	35	74	Unique to shRYBP vs Control
Event_1760	JC	FKRP	ENSG00000181027	Skipped Exon	1	shRYBP	15	21	55	Unique to shRYBP vs Control
Event_1760	JCEC	FKRP	ENSG00000181027	Skipped Exon	1	shRYBP	15	21	55	Unique to shRYBP vs Control
Event_1761	JC	SIX5	ENSG00000177045	Skipped Exon	1	Control	240	240	240	Unique to shRYBP vs Control
Event_1761	JC	SIX5	ENSG00000177045	Skipped Exon	1	shRYBP	333	333	333	Unique to shRYBP vs Control
Event_1762	JC	PDCD2L	ENSG00000126249	Skipped Exon	1	Control	330	413	839	Unique to shRYBP vs Control
Event_1762	JC	PDCD2L	ENSG00000126249	Skipped Exon	1	shRYBP	307	382	780	Unique to shRYBP vs Control
Event_1763	JC	PDCD2L	ENSG00000126249	Skipped Exon	2	Control	413	413	839	
Event_1763	JC	PDCD2L	ENSG00000126249	Skipped Exon	2	shRYBP	382	382	780	
Event_1763	JC	PDCD2L	ENSG00000126249	Skipped Exon	2	shRING1A.B	389	389	454	
Event_1764	JC	PDCD2L	ENSG00000126249	Skipped Exon	3	Control	96	413	839	
Event_1764	JCEC	PDCD2L	ENSG00000126249	Skipped Exon	3	Control	96	451	895	
Event_1764	JC	PDCD2L	ENSG00000126249	Skipped Exon	3	shRYBP	91	382	780	
Event_1764	JCEC	PDCD2L	ENSG00000126249	Skipped Exon	3	shRYBP	91	418	839	
Event_1764	JC	PDCD2L	ENSG00000126249	Skipped Exon	3	shRING1A.B	65	389	454	
Event_1764	JCEC	PDCD2L	ENSG00000126249	Skipped Exon	3	shRING1A.B	65	431	496	
Event_1765	JC	ZNF254	ENSG00000213096	Skipped Exon	1	Control	127	127	127	
Event_1765	JCEC	ZNF254	ENSG00000213096	Skipped Exon	1	Control	127	127	127	
Event_1765	JC	ZNF254	ENSG00000213096	Skipped Exon	1	shRYBP	112	112	175	
Event_1765	JCEC	ZNF254	ENSG00000213096	Skipped Exon	1	shRYBP	112	112	175	
Event_1765	JC	ZNF254	ENSG00000213096	Skipped Exon	1	shRING1A.B	98	98	112	
Event_1765	JCEC	ZNF254	ENSG00000213096	Skipped Exon	1	shRING1A.B	98	98	112	
Event_1766	JC	RFXANK	ENSG00000064490	Skipped Exon	1	Control	1163	1163	1163	
Event_1766	JCEC	RFXANK	ENSG00000064490	Skipped Exon	1	Control	1163	1163	1163	
Event_1766	JC	RFXANK	ENSG00000064490	Skipped Exon	1	shRYBP	1153	1153	1153	
Event_1766	JCEC	RFXANK	ENSG00000064490	Skipped Exon	1	shRYBP	1153	1153	1153	
Event_1766	JC	RFXANK	ENSG00000064490	Skipped Exon	1	shRING1A.B	1500	1500	1500	
Event_1766	JCEC	RFXANK	ENSG00000064490	Skipped Exon	1	shRING1A.B	1500	1500	1500	
Event_1767	JC	CRTC1	ENSG00000105662	Skipped Exon	1	Control	40	40	74	
Event_1767	JCEC	CRTC1	ENSG00000105662	Skipped Exon	1	Control	40	40	74	
Event_1767	JC	CRTC1	ENSG00000105662	Skipped Exon	1	shRYBP	60	60	107	
Event_1767	JCEC	CRTC1	ENSG00000105662	Skipped Exon	1	shRYBP	60	60	107	
Event_1767	JC	CRTC1	ENSG00000105662	Skipped Exon	1	shRING1A.B	67	67	67	
Event_1767	JCEC	CRTC1	ENSG00000105662	Skipped Exon	1	shRING1A.B	67	67	67	
Event_1768	JC	CRTC1	ENSG00000105662	Skipped Exon	2	Control	34	40	74	Unique to shRYBP vs Control
Event_1768	JCEC	CRTC1	ENSG00000105662	Skipped Exon	2	Control	34	40	74	Unique to shRYBP vs Control
Event_1768	JC	CRTC1	ENSG00000105662	Skipped Exon	2	shRYBP	47	60	107	Unique to shRYBP vs Control
Event_1768	JCEC	CRTC1	ENSG00000105662	Skipped Exon	2	shRYBP	47	60	107	Unique to shRYBP vs Control
Event_1769	JC	RPL18A	ENSG00000105640	Skipped Exon	1	Control	165	165	165	Unique to shRYBP vs Control
Event_1769	JCEC	RPL18A	ENSG00000105640	Skipped Exon	1	Control	165	165	165	Unique to shRYBP vs Control
Event_1769	JC	RPL18A	ENSG00000105640	Skipped Exon	1	shRYBP	53	53	53	Unique to shRYBP vs Control
Event_1769	JCEC	RPL18A	ENSG00000105640	Skipped Exon	1	shRYBP	53	53	53	Unique to shRYBP vs Control
Event_177	JC	KIF18B	ENSG00000186185	Alternative 5' Splice Site	1	Control	154	154	154	Unique to shRING1A.B vs Control
Event_177	JCEC	KIF18B	ENSG00000186185	Alternative 5' Splice Site	1	Control	154	154	154	Unique to shRING1A.B vs Control
Event_177	JC	KIF18B	ENSG00000186185	Alternative 5' Splice Site	1	shRING1A.B	75	75	75	Unique to shRING1A.B vs Control
Event_177	JCEC	KIF18B	ENSG00000186185	Alternative 5' Splice Site	1	shRING1A.B	75	75	75	Unique to shRING1A.B vs Control
Event_1770	JC	SIN3B	ENSG00000127511	Skipped Exon	1	Control	197	197	197	Unique to shRYBP vs Control
Event_1770	JCEC	SIN3B	ENSG00000127511	Skipped Exon	1	Control	197	516	713	Unique to shRYBP vs Control
Event_1770	JC	SIN3B	ENSG00000127511	Skipped Exon	1	shRYBP	233	233	233	Unique to shRYBP vs Control
Event_1770	JCEC	SIN3B	ENSG00000127511	Skipped Exon	1	shRYBP	233	622	855	Unique to shRYBP vs Control
Event_1771	JC	EPS15L1	ENSG00000127527	Skipped Exon	1	Control	285	369	654	Unique to shRYBP vs Control
Event_1771	JC	EPS15L1	ENSG00000127527	Skipped Exon	1	shRYBP	296	369	950	Unique to shRYBP vs Control
Event_1772	JC	EPS15L1	ENSG00000127527	Skipped Exon	2	Control	369	369	654	Unique to shRYBP vs Control
Event_1772	JC	EPS15L1	ENSG00000127527	Skipped Exon	2	shRYBP	285	369	950	Unique to shRYBP vs Control
Event_1774	JC	KANK2	ENSG00000197256	Skipped Exon	1	Control	132	132	307	Unique to shRYBP vs Control
Event_1774	JC	KANK2	ENSG00000197256	Skipped Exon	1	shRYBP	212	212	499	Unique to shRYBP vs Control
Event_1775	JC	KANK2	ENSG00000197256	Skipped Exon	2	Control	96	132	307	Common to shRING1A.B and shRYBP
Event_1775	JC	KANK2	ENSG00000197256	Skipped Exon	2	shRYBP	142	212	499	Common to shRING1A.B and shRYBP
Event_1775	JC	KANK2	ENSG00000197256	Skipped Exon	2	shRING1A.B	278	278	543	Common to shRING1A.B and shRYBP
Event_1776	JC	KANK2	ENSG00000197256	Skipped Exon	3	Control	69	132	307	Common to shRING1A.B and shRYBP
Event_1776	JC	KANK2	ENSG00000197256	Skipped Exon	3	shRYBP	111	212	499	Common to shRING1A.B and shRYBP
Event_1776	JC	KANK2	ENSG00000197256	Skipped Exon	3	shRING1A.B	205	278	543	Common to shRING1A.B and shRYBP
Event_1777	JC	KANK2	ENSG00000197256	Skipped Exon	4	Control	10	132	307	Common to shRING1A.B and shRYBP
Event_1777	JC	KANK2	ENSG00000197256	Skipped Exon	4	shRYBP	34	212	499	Common to shRING1A.B and shRYBP
Event_1777	JC	KANK2	ENSG00000197256	Skipped Exon	4	shRING1A.B	60	278	543	Common to shRING1A.B and shRYBP
Event_1778	JC	ILF3	ENSG00000129351	Skipped Exon	1	Control	452	452	452	
Event_1778	JC	ILF3	ENSG00000129351	Skipped Exon	1	shRYBP	252	893	1145	
Event_1778	JC	ILF3	ENSG00000129351	Skipped Exon	1	shRING1A.B	607	1935	2542	
Event_1779	JC	KRI1	ENSG00000129347	Skipped Exon	1	Control	178	178	178	Common to shRING1A.B and shRYBP
Event_1779	JCEC	KRI1	ENSG00000129347	Skipped Exon	1	Control	178	178	178	Common to shRING1A.B and shRYBP
Event_1779	JC	KRI1	ENSG00000129347	Skipped Exon	1	shRYBP	155	155	155	Common to shRING1A.B and shRYBP
Event_1779	JCEC	KRI1	ENSG00000129347	Skipped Exon	1	shRYBP	155	155	155	Common to shRING1A.B and shRYBP
Event_1779	JC	KRI1	ENSG00000129347	Skipped Exon	1	shRING1A.B	177	177	177	Common to shRING1A.B and shRYBP
Event_1779	JCEC	KRI1	ENSG00000129347	Skipped Exon	1	shRING1A.B	177	177	177	Common to shRING1A.B and shRYBP
Event_178	JC	C17orf53	ENSG00000125319	Alternative 5' Splice Site	1	Control	52	52	101	Unique to shRING1A.B vs Control
Event_178	JCEC	C17orf53	ENSG00000125319	Alternative 5' Splice Site	1	Control	52	52	101	Unique to shRING1A.B vs Control
Event_178	JC	C17orf53	ENSG00000125319	Alternative 5' Splice Site	1	shRING1A.B	40	40	57	Unique to shRING1A.B vs Control
Event_178	JCEC	C17orf53	ENSG00000125319	Alternative 5' Splice Site	1	shRING1A.B	40	40	57	Unique to shRING1A.B vs Control
Event_1780	JC	ZNF426	ENSG00000130818	Skipped Exon	1	Control	107	107	107	Unique to shRYBP vs Control
Event_1780	JCEC	ZNF426	ENSG00000130818	Skipped Exon	1	Control	107	107	107	Unique to shRYBP vs Control
Event_1780	JC	ZNF426	ENSG00000130818	Skipped Exon	1	shRYBP	84	84	84	Unique to shRYBP vs Control
Event_1780	JCEC	ZNF426	ENSG00000130818	Skipped Exon	1	shRYBP	84	84	84	Unique to shRYBP vs Control
Event_1781	JC	ZNF559-ZNF177	ENSG00000270011	Skipped Exon	1	Control	21	21	51	Unique to shRYBP vs Control
Event_1781	JCEC	ZNF559-ZNF177	ENSG00000270011	Skipped Exon	1	Control	21	21	51	Unique to shRYBP vs Control
Event_1781	JC	ZNF559-ZNF177	ENSG00000270011	Skipped Exon	1	shRYBP	10	10	20	Unique to shRYBP vs Control
Event_1781	JCEC	ZNF559-ZNF177	ENSG00000270011	Skipped Exon	1	shRYBP	10	12	22	Unique to shRYBP vs Control
Event_1782	JC	ZNF559-ZNF177	ENSG00000270011	Skipped Exon	2	Control	13	21	51	Unique to shRYBP vs Control
Event_1782	JC	ZNF559-ZNF177	ENSG00000270011	Skipped Exon	2	shRYBP	10	10	20	Unique to shRYBP vs Control
Event_1784	JC	ANGPTL4	ENSG00000167772	Skipped Exon	1	Control	93	93	102	Common to shRING1A.B and shRYBP
Event_1784	JCEC	ANGPTL4	ENSG00000167772	Skipped Exon	1	Control	93	93	102	Common to shRING1A.B and shRYBP
Event_1784	JC	ANGPTL4	ENSG00000167772	Skipped Exon	1	shRYBP	42	42	42	Common to shRING1A.B and shRYBP
Event_1784	JCEC	ANGPTL4	ENSG00000167772	Skipped Exon	1	shRYBP	42	42	42	Common to shRING1A.B and shRYBP
Event_1784	JC	ANGPTL4	ENSG00000167772	Skipped Exon	1	shRING1A.B	85	85	123	Common to shRING1A.B and shRYBP
Event_1784	JCEC	ANGPTL4	ENSG00000167772	Skipped Exon	1	shRING1A.B	85	85	123	Common to shRING1A.B and shRYBP
Event_1785	JC	RANBP3	ENSG00000031823	Skipped Exon	1	Control	11	11	11	
Event_1785	JCEC	RANBP3	ENSG00000031823	Skipped Exon	1	Control	11	11	11	
Event_1785	JC	RANBP3	ENSG00000031823	Skipped Exon	1	shRYBP	13	20	33	
Event_1785	JCEC	RANBP3	ENSG00000031823	Skipped Exon	1	shRYBP	13	20	33	
Event_1785	JC	RANBP3	ENSG00000031823	Skipped Exon	1	shRING1A.B	22	28	50	
Event_1785	JCEC	RANBP3	ENSG00000031823	Skipped Exon	1	shRING1A.B	22	28	50	
Event_1786	JC	HSD11B1L	ENSG00000167733	Skipped Exon	1	Control	44	44	272	Unique to shRYBP vs Control
Event_1786	JCEC	HSD11B1L	ENSG00000167733	Skipped Exon	1	Control	44	52	302	Unique to shRYBP vs Control
Event_1786	JC	HSD11B1L	ENSG00000167733	Skipped Exon	1	shRYBP	65	74	574	Unique to shRYBP vs Control
Event_1786	JCEC	HSD11B1L	ENSG00000167733	Skipped Exon	1	shRYBP	65	88	625	Unique to shRYBP vs Control
Event_1787	JC	HSD11B1L	ENSG00000167733	Skipped Exon	2	Control	40	44	272	
Event_1787	JCEC	HSD11B1L	ENSG00000167733	Skipped Exon	2	Control	40	52	302	
Event_1787	JC	HSD11B1L	ENSG00000167733	Skipped Exon	2	shRYBP	59	74	574	
Event_1787	JCEC	HSD11B1L	ENSG00000167733	Skipped Exon	2	shRYBP	59	88	625	
Event_1787	JC	HSD11B1L	ENSG00000167733	Skipped Exon	2	shRING1A.B	66	66	154	
Event_1787	JCEC	HSD11B1L	ENSG00000167733	Skipped Exon	2	shRING1A.B	66	76	170	
Event_1788	JC	HSD11B1L	ENSG00000167733	Skipped Exon	3	Control	37	44	272	Unique to shRYBP vs Control
Event_1788	JC	HSD11B1L	ENSG00000167733	Skipped Exon	3	shRYBP	65	74	574	Unique to shRYBP vs Control
Event_1789	JC	HSD11B1L	ENSG00000167733	Skipped Exon	4	Control	23	44	272	Unique to shRYBP vs Control
Event_1789	JC	HSD11B1L	ENSG00000167733	Skipped Exon	4	shRYBP	45	74	574	Unique to shRYBP vs Control
Event_179	JC	ULK2	ENSG00000083290	Alternative 5' Splice Site	1	Control	45	45	45	Unique to shRING1A.B vs Control
Event_179	JCEC	ULK2	ENSG00000083290	Alternative 5' Splice Site	1	Control	45	45	45	Unique to shRING1A.B vs Control
Event_179	JC	ULK2	ENSG00000083290	Alternative 5' Splice Site	1	shRING1A.B	76	76	76	Unique to shRING1A.B vs Control
Event_179	JCEC	ULK2	ENSG00000083290	Alternative 5' Splice Site	1	shRING1A.B	76	76	76	Unique to shRING1A.B vs Control
Event_1790	JC	CHAF1A	ENSG00000167670	Skipped Exon	1	Control	242	242	242	Unique to shRYBP vs Control
Event_1790	JCEC	CHAF1A	ENSG00000167670	Skipped Exon	1	Control	242	242	242	Unique to shRYBP vs Control
Event_1790	JC	CHAF1A	ENSG00000167670	Skipped Exon	1	shRYBP	156	156	156	Unique to shRYBP vs Control
Event_1790	JCEC	CHAF1A	ENSG00000167670	Skipped Exon	1	shRYBP	156	156	156	Unique to shRYBP vs Control
Event_1791	JC	FSTL3	ENSG00000070404	Skipped Exon	1	Control	94	94	94	
Event_1791	JC	FSTL3	ENSG00000070404	Skipped Exon	1	shRYBP	65	65	65	
Event_1791	JC	FSTL3	ENSG00000070404	Skipped Exon	1	shRING1A.B	90	90	90	
Event_1792	JC	ELMO2	ENSG00000062598	Skipped Exon	1	Control	136	136	136	
Event_1792	JCEC	ELMO2	ENSG00000062598	Skipped Exon	1	Control	136	136	136	
Event_1792	JC	ELMO2	ENSG00000062598	Skipped Exon	1	shRYBP	141	141	141	
Event_1792	JCEC	ELMO2	ENSG00000062598	Skipped Exon	1	shRYBP	141	141	141	
Event_1792	JC	ELMO2	ENSG00000062598	Skipped Exon	1	shRING1A.B	130	130	130	
Event_1792	JCEC	ELMO2	ENSG00000062598	Skipped Exon	1	shRING1A.B	130	130	130	
Event_1793	JC	SNX21	ENSG00000124104	Skipped Exon	1	Control	76	76	76	
Event_1793	JCEC	SNX21	ENSG00000124104	Skipped Exon	1	Control	76	76	76	
Event_1793	JC	SNX21	ENSG00000124104	Skipped Exon	1	shRYBP	53	53	53	
Event_1793	JCEC	SNX21	ENSG00000124104	Skipped Exon	1	shRYBP	53	53	53	
Event_1793	JC	SNX21	ENSG00000124104	Skipped Exon	1	shRING1A.B	78	78	78	
Event_1793	JCEC	SNX21	ENSG00000124104	Skipped Exon	1	shRING1A.B	78	78	78	
Event_1794	JC	ADA	ENSG00000196839	Skipped Exon	1	Control	58	58	58	Unique to shRYBP vs Control
Event_1794	JCEC	ADA	ENSG00000196839	Skipped Exon	1	Control	58	58	58	Unique to shRYBP vs Control
Event_1794	JC	ADA	ENSG00000196839	Skipped Exon	1	shRYBP	71	71	71	Unique to shRYBP vs Control
Event_1794	JCEC	ADA	ENSG00000196839	Skipped Exon	1	shRYBP	71	71	71	Unique to shRYBP vs Control
Event_1795	JC	SHKBP1	ENSG00000160410	Skipped Exon	1	Control	27	27	56	Unique to shRYBP vs Control
Event_1795	JCEC	SHKBP1	ENSG00000160410	Skipped Exon	1	Control	27	27	56	Unique to shRYBP vs Control
Event_1795	JC	SHKBP1	ENSG00000160410	Skipped Exon	1	shRYBP	47	47	66	Unique to shRYBP vs Control
Event_1795	JCEC	SHKBP1	ENSG00000160410	Skipped Exon	1	shRYBP	47	47	66	Unique to shRYBP vs Control
Event_1796	JC	SNHG17	ENSG00000196756	Skipped Exon	1	Control	117	117	185	Unique to shRYBP vs Control
Event_1796	JCEC	SNHG17	ENSG00000196756	Skipped Exon	1	Control	117	117	185	Unique to shRYBP vs Control
Event_1796	JC	SNHG17	ENSG00000196756	Skipped Exon	1	shRYBP	126	173	343	Unique to shRYBP vs Control
Event_1796	JCEC	SNHG17	ENSG00000196756	Skipped Exon	1	shRYBP	126	173	343	Unique to shRYBP vs Control
Event_1797	JC	EPB41L1	ENSG00000088367	Skipped Exon	1	Control	88	279	529	Unique to shRYBP vs Control
Event_1797	JC	EPB41L1	ENSG00000088367	Skipped Exon	1	shRYBP	97	377	614	Unique to shRYBP vs Control
Event_1798	JC	SPAG4	ENSG00000061656	Skipped Exon	1	Control	77	84	280	Unique to shRYBP vs Control
Event_1798	JC	SPAG4	ENSG00000061656	Skipped Exon	1	shRYBP	79	79	323	Unique to shRYBP vs Control
Event_1799	JC	SPAG4	ENSG00000061656	Skipped Exon	2	Control	76	84	280	Common to shRING1A.B and shRYBP
Event_1799	JCEC	SPAG4	ENSG00000061656	Skipped Exon	2	Control	76	84	296	Common to shRING1A.B and shRYBP
Event_1799	JC	SPAG4	ENSG00000061656	Skipped Exon	2	shRYBP	30	79	323	Common to shRING1A.B and shRYBP
Event_1799	JCEC	SPAG4	ENSG00000061656	Skipped Exon	2	shRYBP	30	73	343	Common to shRING1A.B and shRYBP
Event_1799	JC	SPAG4	ENSG00000061656	Skipped Exon	2	shRING1A.B	85	138	670	Common to shRING1A.B and shRYBP
Event_1799	JCEC	SPAG4	ENSG00000061656	Skipped Exon	2	shRING1A.B	85	149	838	Common to shRING1A.B and shRYBP
Event_18	JC	COPS3	ENSG00000141030	Alternative 5' Splice Site	1	Control	27	27	27	Unique to shRYBP vs Control
Event_18	JCEC	COPS3	ENSG00000141030	Alternative 5' Splice Site	1	Control	27	27	27	Unique to shRYBP vs Control
Event_18	JC	COPS3	ENSG00000141030	Alternative 5' Splice Site	1	shRYBP	14	14	14	Unique to shRYBP vs Control
Event_18	JCEC	COPS3	ENSG00000141030	Alternative 5' Splice Site	1	shRYBP	14	14	14	Unique to shRYBP vs Control
Event_180	JC	CTC1	ENSG00000178971	Alternative 5' Splice Site	1	Control	54	54	54	Unique to shRING1A.B vs Control
Event_180	JCEC	CTC1	ENSG00000178971	Alternative 5' Splice Site	1	Control	54	54	54	Unique to shRING1A.B vs Control
Event_180	JC	CTC1	ENSG00000178971	Alternative 5' Splice Site	1	shRING1A.B	67	67	108	Unique to shRING1A.B vs Control
Event_180	JCEC	CTC1	ENSG00000178971	Alternative 5' Splice Site	1	shRING1A.B	67	67	108	Unique to shRING1A.B vs Control
Event_1800	JC	SPAG4	ENSG00000061656	Skipped Exon	3	Control	84	84	280	
Event_1800	JCEC	SPAG4	ENSG00000061656	Skipped Exon	3	Control	84	84	296	
Event_1800	JC	SPAG4	ENSG00000061656	Skipped Exon	3	shRYBP	73	79	323	
Event_1800	JCEC	SPAG4	ENSG00000061656	Skipped Exon	3	shRYBP	73	73	343	
Event_1800	JC	SPAG4	ENSG00000061656	Skipped Exon	3	shRING1A.B	114	138	670	
Event_1800	JCEC	SPAG4	ENSG00000061656	Skipped Exon	3	shRING1A.B	114	149	838	
Event_1801	JC	CEP250	ENSG00000126001	Skipped Exon	1	Control	111	111	214	Common to shRING1A.B and shRYBP
Event_1801	JCEC	CEP250	ENSG00000126001	Skipped Exon	1	Control	111	111	214	Common to shRING1A.B and shRYBP
Event_1801	JC	CEP250	ENSG00000126001	Skipped Exon	1	shRYBP	67	67	67	Common to shRING1A.B and shRYBP
Event_1801	JCEC	CEP250	ENSG00000126001	Skipped Exon	1	shRYBP	67	67	67	Common to shRING1A.B and shRYBP
Event_1801	JC	CEP250	ENSG00000126001	Skipped Exon	1	shRING1A.B	107	107	210	Common to shRING1A.B and shRYBP
Event_1801	JCEC	CEP250	ENSG00000126001	Skipped Exon	1	shRING1A.B	107	107	210	Common to shRING1A.B and shRYBP
Event_1802	JC	MMP24OS	ENSG00000126005	Skipped Exon	1	Control	162	162	162	
Event_1802	JC	MMP24OS	ENSG00000126005	Skipped Exon	1	shRYBP	167	167	167	
Event_1802	JC	MMP24OS	ENSG00000126005	Skipped Exon	1	shRING1A.B	216	216	216	
Event_1804	JC	ZNF337-AS1	ENSG00000213742	Skipped Exon	1	Control	19	33	77	Unique to shRYBP vs Control
Event_1804	JCEC	ZNF337-AS1	ENSG00000213742	Skipped Exon	1	Control	19	61	105	Unique to shRYBP vs Control
Event_1804	JC	ZNF337-AS1	ENSG00000213742	Skipped Exon	1	shRYBP	23	63	146	Unique to shRYBP vs Control
Event_1804	JCEC	ZNF337-AS1	ENSG00000213742	Skipped Exon	1	shRYBP	23	102	185	Unique to shRYBP vs Control
Event_1805	JC	ZNF337-AS1	ENSG00000213742	Skipped Exon	2	Control	25	33	77	Unique to shRYBP vs Control
Event_1805	JCEC	ZNF337-AS1	ENSG00000213742	Skipped Exon	2	Control	25	61	105	Unique to shRYBP vs Control
Event_1805	JC	ZNF337-AS1	ENSG00000213742	Skipped Exon	2	shRYBP	40	63	146	Unique to shRYBP vs Control
Event_1805	JCEC	ZNF337-AS1	ENSG00000213742	Skipped Exon	2	shRYBP	40	102	185	Unique to shRYBP vs Control
Event_1806	JC	GPCPD1	ENSG00000125772	Skipped Exon	1	Control	27	27	27	Unique to shRYBP vs Control
Event_1806	JCEC	GPCPD1	ENSG00000125772	Skipped Exon	1	Control	27	27	27	Unique to shRYBP vs Control
Event_1806	JC	GPCPD1	ENSG00000125772	Skipped Exon	1	shRYBP	50	50	50	Unique to shRYBP vs Control
Event_1806	JCEC	GPCPD1	ENSG00000125772	Skipped Exon	1	shRYBP	50	50	50	Unique to shRYBP vs Control
Event_1807	JC	ZNF532	ENSG00000074657	Skipped Exon	1	Control	71	191	314	Unique to shRYBP vs Control
Event_1807	JCEC	ZNF532	ENSG00000074657	Skipped Exon	1	Control	71	207	537	Unique to shRYBP vs Control
Event_1807	JC	ZNF532	ENSG00000074657	Skipped Exon	1	shRYBP	25	141	227	Unique to shRYBP vs Control
Event_1807	JCEC	ZNF532	ENSG00000074657	Skipped Exon	1	shRYBP	25	150	236	Unique to shRYBP vs Control
Event_1808	JC	ZNF532	ENSG00000074657	Skipped Exon	2	Control	52	191	314	Unique to shRYBP vs Control
Event_1808	JCEC	ZNF532	ENSG00000074657	Skipped Exon	2	Control	52	207	537	Unique to shRYBP vs Control
Event_1808	JC	ZNF532	ENSG00000074657	Skipped Exon	2	shRYBP	61	141	227	Unique to shRYBP vs Control
Event_1808	JCEC	ZNF532	ENSG00000074657	Skipped Exon	2	shRYBP	61	150	236	Unique to shRYBP vs Control
Event_1809	JC	ZNF532	ENSG00000074657	Skipped Exon	3	Control	191	191	314	Unique to shRYBP vs Control
Event_1809	JC	ZNF532	ENSG00000074657	Skipped Exon	3	shRYBP	141	141	227	Unique to shRYBP vs Control
Event_181	JC	RNASEK	ENSG00000219200	Alternative 5' Splice Site	1	Control	31	31	31	Unique to shRING1A.B vs Control
Event_181	JCEC	RNASEK	ENSG00000219200	Alternative 5' Splice Site	1	Control	31	31	31	Unique to shRING1A.B vs Control
Event_181	JC	RNASEK	ENSG00000219200	Alternative 5' Splice Site	1	shRING1A.B	18	18	18	Unique to shRING1A.B vs Control
Event_181	JCEC	RNASEK	ENSG00000219200	Alternative 5' Splice Site	1	shRING1A.B	18	18	18	Unique to shRING1A.B vs Control
Event_1811	JC	NEDD4L	ENSG00000049759	Skipped Exon	1	Control	576	576	576	Unique to shRYBP vs Control
Event_1811	JCEC	NEDD4L	ENSG00000049759	Skipped Exon	1	Control	576	576	576	Unique to shRYBP vs Control
Event_1811	JC	NEDD4L	ENSG00000049759	Skipped Exon	1	shRYBP	508	508	508	Unique to shRYBP vs Control
Event_1811	JCEC	NEDD4L	ENSG00000049759	Skipped Exon	1	shRYBP	508	508	508	Unique to shRYBP vs Control
Event_1812	JC	MBD1	ENSG00000141644	Skipped Exon	1	Control	166	648	1813	
Event_1812	JC	MBD1	ENSG00000141644	Skipped Exon	1	shRYBP	126	525	1474	
Event_1812	JC	MBD1	ENSG00000141644	Skipped Exon	1	shRING1A.B	219	575	1731	
